,datetime,flow_cfs
0,2022-04-08 00:00:00,20600.0
1,2022-04-08 00:15:00,20800.0
2,2022-04-08 00:30:00,20900.0
3,2022-04-08 00:45:00,21050.0
4,2022-04-08 01:00:00,21350.0
5,2022-04-08 01:15:00,21575.0
6,2022-04-08 01:30:00,21875.0
7,2022-04-08 01:45:00,22150.0
8,2022-04-08 02:00:00,22400.0
9,2022-04-08 02:15:00,22725.0
10,2022-04-08 02:30:00,23025.0
11,2022-04-08 02:45:00,23300.0
12,2022-04-08 03:00:00,23625.0
13,2022-04-08 03:15:00,23925.0
14,2022-04-08 03:30:00,24200.0
15,2022-04-08 03:45:00,24525.0
16,2022-04-08 04:00:00,24850.0
17,2022-04-08 04:15:00,25175.0
18,2022-04-08 04:30:00,25500.0
19,2022-04-08 04:45:00,25825.0
20,2022-04-08 05:00:00,26125.0
21,2022-04-08 05:15:00,26450.0
22,2022-04-08 05:30:00,26800.0
